Job_Name	Skillset	Location	Organization
Hyderabad-SMTS-Quality-Engineer	Data Analyst, SQL, Service, Analytics, Computer science, Service quality...	map data	IBI Group Inc.
Software Development Engineer - Test	Auditing, Healthcare, Data processing, Operations, Coding, Agile, Tools...	Hyderabad	Cotiviti Corporation
Transit Data Analyst	Tools, Business intelligence, Open source, Entry level, SQL, HTML...	Ahmedabad	BIRST INDIA PRIVATE LIMITED
Software Engineer, Enterprise Engineering	Analytical, Business operations, Application development, Linux, Unix...	Bengaluru	Zyoin Web Pvt.Ltd
Software Engineer - Entry Level	Software Development Manager, C++, PHP, Perl, Python, Data structures, Open...	Bengaluru	Nutanix India Technologies Private Limited
Software Development Engineer (3-7 Years) - Zyoin	SQL, Linux, Data structures, Open source, Algorithms, Analytics, Maven...	Hyderabad	Simility
Nutanix Careers - SDET (Software Development Engineer in Test)	SQL, Data collection, Process improvement, Python, Data Analyst, Statistics...	Mumbai, Bengaluru, Delhi	Liases Foras
Software Engineer (Full Stack)	php, mysql, jquery, css, UI/UX, UI/UX Design, big data, cloud hosting...	Kolkata	Hemraj Infocom Pvt. Ltd
DATA ANALYST	Computer science, Linux, Tools, Python, Algorithms, Ideas, Data structures,...	Gurgaon	Graviton Research Capital LLP
Senior Software Development Engineer	Linux, Data structures, Algorithms, Computer science, Tools...	Gurgaon	Graviton Research Capital LLP
Software Engineer	MySQL, MongoDb, Service, Computer science, Maven, Tools, Data structures...	Hyderabad	Cygilant Inc
Off Campus Recruitment- Software Engineer	Technical support, Manager Quality Assurance, Performance tuning...	Chennai	AMS Human Resources Pvt. Ltd
Software Engineer	Javascript, Core Java, Multithreading, Manager Quality Assurance...	Hyderabad	Progress Software Development Pvt Ltd
Data Analyst	Analytical, Data Analyst, Product strategy, Performance monitoring, Support...	Chandigarh, haryana	SD2 Labs Pvt Ltd
Senior Software Engineer I	Unix, Linux, Perl, Automation, Python, Agile, MATLAB, Data analysis, CAD...	Bengaluru	LSI India Research & Development Pvt Ltd
Data Analyst	Technical, Acquisition, CV, Data collection, Facebook, Process improvement,...	Ahmedabad	Foursis Technical Solution
IC Design Engineer	Android, Data structures, Computer science, Object oriented design...	Chennai	Amazon India Software Dev Centre Pvt Ltd
MIS Executive / Data Analyst	Unix, Linux, Production support, Data structures, Algorithms...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Software Development Engineer	Pharma, SAS, Statistical programming, SQL, Machine learning...	India	GCE Solutions
Software Development Engineer	java, javascript, ajax, data structures, objective c...	Chennai, Gurgaon	RSN Infotech Pvt Ltd
Data Scientist	Oracle, SAS, MySQL, SPSS, MATLAB, Perl, MS SQL, Postgresql, Python...	Chennai	FourKites
Senior Software Engineer	Performance tuning, large, Unix, Linux, Data structures, Computer science...	Hyderabad	FIDDICH CONSULTING
ETL Engineer	Oracle, Perl, Db2, Informatica, Datastage, Python, Production support...	Jaipur	Sanmax Technologies (P) Limited
Software Development Engineer	Customer satisfaction, SQL, Python, Troubleshooting, Data structures...	Hyderabad	ServiceNow
Senior Data Analyst	tools, sql, module, algorithms, data analytics, design and development...	Kochi, Cochin/ Kochi/ Ernakulam	Qburst Technologies Pvt Ltd
Senior BigData - Data Scientist  15792	Ideas, Weblogic, JBoss, Data structures, Business Executive...	Nagpur	Noetic Ideas
Software Engineer	Ideas, Software, Ajax, Javascript, Virtualization, Prototype...	Nagpur	Noetic Ideas
Principal Software Engineer	Perl, Data structures, Algorithms, Debugging, SOC, Test cases, IPS...	Bengaluru	Intel Technology India Pvt Ltd
Principal Software Engineer	Tools, Lead Analyst, Service, Market research, Consulting, Analytical...	Delhi	Boston Consulting Group
Senior Verification Engr	Tools, Senior Analyst, Service, Consulting, Analytical, Business strategy...	Delhi	Boston Consulting Group
Lead Analyst - Proprietary Data and Tools, Implementation	Tools, Senior Analyst, Service, Consulting, Analytical, Business strategy...	Delhi	Boston Consulting Group
Senior Analyst - Proprietary Data and Tools	QTP, Data structures, Agile, Selenium, SQA, Enterprise applications...	Bengaluru	Baxter India Pvt. Ltd.
Analyst - Proprietary Data and Tools -Implementation Specialist	Analytical, Data Analyst, Product strategy, Performance monitoring, Support...	Chandigarh, haryana	SD SQUARED LIMITED
Prinicipal Software Engineer - Automation - Infusion Pumps	Informatica, PLSQL, Python, Production support, RDBMS, Analytics...	Bengaluru	Fidelity Investments
Data Analyst	MS SQL, Data modeling, Stored procedures, Triggers, Messaging, Tools, Email...	Noida	Rwebsys Technologies Pvt Ltd
Senior Software Engineer  -   Tableau	java, hibernate, core java, development, mca, data structures, algorithms...	Guwahati	Zaloni
SQL Developer	core java, ajax, jquery, concept development, gwt, proactive...	Coimbatore	Anvayin Systems Pvt Ltd
Software Engineer	Customer Service, Help Desk, Information, Telephony support...	India-Maharashtra	Cognizant Technology Solutions India Ltd
Java Engineer	Project management, Data analysis, Consulting, Data management...	Mumbai	American Bureau of Shipping
Junior Data Analyst	javascript, html, jquery, wcf, design patterns, troubleshooting...	Vadodara	Helios Solutions
RBI Engineer	Object oriented design, C, Technical skills, Design development, RMI, Sound...	Hyderabad, Bengaluru	Fiorano Software Technologies Pvt Ltd
Sr. Software Engineer  (.Net AngularJS) 	networking, data center, product management, oracle, firewall...	Pune, Navi Mumbai	ScaleArc
Software Engineer - MQ Team	J2Ee, HTML, Struts, Hibernate, Data structures, Algorithms...	Trivandrum	Pit Solutions Pvt Ltd
Junior Dev Ops Engineer	development, javascript, sql server, microsoft, data architecture, linq...	Bengaluru	Totient Business Solutions Pvt. Ltd
Senior Software Engineer / Software Engineer	devops, Networking, Tools, Analytical, Virtualization, Web development...	Noida	Risk Management Solutions, Inc.
DOT NET Software Engineers	SQL, Linux, Data structures, Algorithms, Web development, SDK, Messaging...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Dev Ops Engineer	Healthcare, Analytics, Data mining, Computer science, Machine learning...	Faridabad, Delhi	Lybrate
Software Development Engineer - II	Analytical, Business intelligence...	Chennai	Treselle Systems, Inc
Machine Learning Engineer	Healthcare, Analytics, Data mining, PHP, SQLPerl, Python, Algorithms...	Delhi, Faridabad	Lybrate
Role: Data Scientist	SQL, Python, SAS, Algorithms, MATLAB, Data analysis, Data mining...	Pune	taurus contractors
Data Scientist	Microstrategy, Data analysis, Visa, Computer science, Google Analytics...	Bengaluru	Visa Inc
Senior Data Scientist	Software, Service, microsoft, Data analysis, Web development, Snacks, Ideas...	Mumbai	Saavn, LLC
Sr Software Engineer(REF4539J)-Digital and Mobile Product Development	Software, Senior, Python, Graph, Sensors, Calculus, big data, deep learning...	Chennai	RATEIN INFOTECH (I) PVT. LTD.
Software Engineer	Technical Recruitment, Sourcing, Data Science, UI Development, .Net...	Bengaluru	Pinnacle HRM
Senior Software Engineer	Project management, OOAD, Open source, Analytics, Data management, JIRA...	Pune	CompuMatrice
Freelance Recruiter	Perl, Windows, Python, Debugging, Data mining, X86, Machine learning, Tools...	Pune	Symantec Software India Pvt Ltd
Hadoop Developers	Perl, Windows, Python, Debugging, Data mining, X86, Machine learning, Tools...	Pune	Symantec Software India Pvt Ltd
Associate Threat Analysis Engineer	btech, shipping, analytical, academic, mca, analytics, solutions...	Noida	Loginworks Softwares
Threat Analysis Engineer	Intelligence, product, configuration, troubleshooting, issues, Snowflake...	Ahmedabad	Birst1
TEAM LEAD- DATA ANALYST	Automation, Data structures, Open source, Algorithms, Coding, Debugging...	Hyderabad	ServiceNow
Business Intelligence Support Engineer	Stores, Tools, Data structures, Machine learning, Algorithms, Building...	Pune	Pivotchain
Software Development Engineer	Robotics, Sensors, Image processing, Algorithms, Debugging, Data structures...	Hyderabad	Endless Robotics
DATA SCIENTIST	Healthcare, Packaging, Metrology, Styling, Product design, Injection...	Bengaluru	Superior Group
Computer Vision Engineer:	Data modeling, Coding, Data analysis, Performance tuning...	Hyderabad	mFino Ltd
Design Engineer	Healthcare, Automation, Email, Architecture, XML, Data processing, TDM...	Gurgaon	SpectraMedix
Sr. Server Engineer	Stores, Presales, SQL, Teradata, Microstrategy, big data, Python, Tools...	Pune	InfoCepts
ETL Talend Developer	Service, Customer supportSQL, Machine learning, Algorithms, Python...	Bengaluru	Scripbox.com India Pvt Ltd
BigData Engineer	Analytical, Business intelligence, Data analysis, Manager Quality Assurance...	Chennai	Treselle Systems, Inc
Data Scientist	SQL, Data analysis, Analytical, MATLAB, Tools, Computer science, Operations...	Bengaluru	Pluto7
Data Scientist	Python, Analytics, Machine learning, Graph, Ideas, deep learning...	Bengaluru	SPIRE TECHNOLOGIES
Data Scientist	Manual testing, Data structures, Algorithms, Information technology, SDK...	Bengaluru	Grab
Java Principal Engineer Machine Learning	Data Analyst, Legal Manager, Data analysis, Analytical, Data processing...	Surat	MetaTree Systems Pvt. Ltd.
Software Engineer, Mobile (Android)	Information technology, Healthcare, Struts, SQL, MySQL, Coding...	Bengaluru	Practo Technologies Pvt Ltd
Data Analyst (SQL) [] - Casepoint Legal Discovery	XML, WCF, Data structures, Algorithms, IIS, Computer science, Azure...	Delhi	Unify Cloud Pvt Ltd
Software Engineer - HIMS	java, javascript, html, crm, erp, mca, rdbms, coding, msc, data migration	Pune	Neufron Technologies and Consultancy Pvt Ltd.
Software Development Engineer (SDE)	Statistics, Engineering Manager, Data analysis, SQL, SAS, Windows, Linux...	Hyderabad	DEFTeam Solutions Pvt.Ltd
Software Intern/Trainee Programmer/ Software Engineer	Customer service, Customer support, Ticketing, General accounting...	Bengaluru	Aptean
Data Analyst R SAS	Principal, Tools, MS Office, Manager Quality Control, SQL, Workflow...	Pune	Epiq Systems, Inc.
Support Engineer	Technical support, Business intelligence, Troubleshooting, Data modeling...	Ahmedabad	BIRST INDIA PRIVATE LIMITED
Data Analyst 15	Python, Data structures, Algorithms, Ruby, Team Building...	Bengaluru, Noida	One97 Communications Limited
Technical Support Engineer	SQL, XML, Struts, Hibernate, Weblogic, Troubleshooting, Data structures...	Chandigarh	ARBOR FINANCIAL SYSTEMS
Back End Engineers	Online marketing, Stores, Sports, Internship, SPSS, Advertising...	Bengaluru	Declathon India Pvt Ltd
Test Engineer	Web services, Business solutions, HTML, XML, Tracking, Data migration, JSP,...	Bengaluru	Riflexions Consulting Private Limited
InternshipEcommerce Data Analyst	Analytical, Data mining, Computer science, Machine learning...	Bengaluru	Riflexions Consulting Private Limited
Implementation Engineer	operations, windows, linux, server, capacity planning, monitoring...	Delhi	itForte Staffing Services Private Ltd.
Data Scientist	java, j2ee, struts, hi, rnate, ejb, mca, jboss, product development...	Bengaluru	eRevMax
System Engineer -  Windows/ Linux	struts, hi, rnate, webs, development, mca, design patterns, data structures...	Bengaluru	eRevMax
Lead Software Engineer	cad, automotive, heat exchangers, simulation, , calibration, heat transfer,...	Chennai	SATYAM VENTURE ENGINEERING SERVICES
Software Engineer /  Senior Software Engineer	Collection , electrical , data , ing , documents , drawings , system ...	Delhi	Bluebird Power Controls Pvt. Ltd.
Sr. Analyst  (Engineer/ Sr. Engineer) 	Software, Data modeling, Debugging, Service, Release management...	Chennai	MorgenAll
Solar PV Design Engineer	Algorithms, Data analysis, Data mining, Tools, Ideas, Healthcare...	Gurgaon, Noida	United Health Group Information Services Pvt. Ltd.
Software Engineer Job	Coding, Debugging, Layout, Tools, Backend, Analytical, Data processing...	Bengaluru	Intel Technology India Pvt Ltd
Senior Software Engineer	Software Development Manager, Data structures, Algorithms, Coding, Software...	Bengaluru	Jumbotail Technologies Pvt. Ltd.
Software engineer	Machine learning, Recruitment, market data, Ideas, Com...	Mumbai	Nitai Partners
Software Development Engineer	Data modeling, Tools, Data structures, Business Executive, Web application,...	Bengaluru	Team Focus Corporate Solution LLP.
Data Scientist (Machine learning)	Automation, Data structures, Verilog, Coding, VHDL, Simulation...	Noida	Cadence Design Systems India Pvt.Ltd.
Senior Software Engineer	Test cases, Functional testing, Regression testing, System testing...	Noida, Greater Noida	Ansh Service Management
Lead Software Engineer	Automation, CCTV, HVAC, Instrumentation, Techno-commercial, Data management...	Pune	TechBean Systems Pvt. Ltd.
Software Test Engineer	Data Analyst, Oracle, XML, HTML, Db2, PLSQL, SAS, Service, Data management,...	Hyderabad	PAREXEL International (India) Pvt. Ltd.
Jr. Sales Engineer	Minitab, Test data, Mechanical engineering, Mechanical design...	Not specified	Infotree service
Data Analyst at PAREXEL	Messaging, big data, Hadoop, Spark, Algorithms, Cassandra, Computer science...	Not specified	Newt Global
Project Engineer	fabrication, iso, costing, metallurgy, heat treatment, coordination, techno...	Not specified	Cosmic Industrial Laboratories Ltd.
Hadoop Developer	Automation, Tools, Supply chain, Analytical, MS Office, SAS, SQL...	Not specified	Diverse Lynx India Pvt. Ltd
Engineer Projects	iOS, SDK, UIKit, Cocoa, Touch, Core, Data, Mobile, Human-Machine, interface	Bengaluru	KanhaTech Solutions Ltd.
Business Data Analyst	Data, Structures, Design, Patterns, OOPs, DBMS, SQL, Java / J2EE...	Nagpur	Glitter Technology Ventures Pvt Ltd
SENIOR SOFTWARE ENGINEER IOS	Automation, Service, Monitoring, Backend, data mapping, Healthcare, life...	Hyderabad	WellMed Medical Management
Software Engineer	Data structures, Data management, Distribution system, Tools, Email, Ideas,...	Pune	Veritas Technologies LLC
Senior Software Engineer - Java with Elastic Search - Hyderabad	Networking, Test cases, automation framework, Penetration testing, Security...	Thane	Protegrity
Senior Software Engineer	Technical support, Debugging, Service, Data analysis, Tuning, Tools...	Hyderabad	teradata corporation s
Senior Engineer - Security Testing	Javascript, XML, HTML, MySQL, Ajax, Perl, Automation, Python...	Hyderabad	ServiceNow
Product Support Engineer - Teradata , Linux , SQL	Automation, Agile, Service, Monitoring, Tools, Backend, Analytical...	Hyderabad	United Health Group Information Services Pvt. Ltd.
Software Engineer | 15702	Telecom, Data structures, Algorithms, Service, Product management...	Hyderabad	Ncr Corporation India Pvt Ltd
Senior Software Engineer - Java with Elastic Search - Hyderabad 	Aerospace, Simulation, Mining, Semiconductor, Analytics, Functional testing...	Hyderabad	Cyient Limited
PS SW Engineer II	Analytical, Machine learning, Business intelligence, Algorithms, Management...	Hyderabad	Novartis Healthcare Pvt. Ltd.
Senior Software Engineer	javascript, html, development, android, jquery, software development...	Mumbai	Zaya Learning Labs
Principal Data Scientist	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Gotri Road	mycityband
UI/ Frontend Engineer	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Umbergaon	mycityband
Proposal Engineer (GC-3225-MS1)	Telecommunication, Service, LAN, WAN, Monitoring, DSL, Data communication...	Noida	Siti Cable Network Ltd
Mechanical Engineer, Male (THCPLT--MS1)	XML, Unix, Web services, Linux, Javascript, HTML, Perl, data visualization,...	Bengaluru	Thermo Fisher Scientific India Pvt Ltd
Engineer - TAC 1 Fault	Service, Account management, SMB, Linux, Disaster recovery, Windows...	Bengaluru	Carbonite
Software Engineer	Hibernate, JSP, Web services, EJB, Apache, JBoss, Tomcat, JMS...	Not specified	Noduco
Sales Engineer (India)	Software, Networking, Android, Blackberry, Eclipse, Data structures...	Not specified	ETAMINE PGG India Pvt Ltd
Sr. Java / J2EE Backend Engineer	Oracle, VB, Python, MS SQL, Data structures, Algorithms, Software design...	Not specified	Tectoro Consulting Pvt Ltd
Software Engineer - Mobile Technologies	C++, Data structures, Coding, Front end, Computer science...	Not specified	industrybuying.com
Software Engineer	Workflow, Performance tuning, Debugging, WebDynPro, Data migration, ALE...	Not specified	Newt Global
Software Dev Engineer	high frequency trading, C++, Email, market data, Python...	Not specified	iRageCapital Advisory Private Limited
Senior Software Engineer - SAPUI	Data Analyst, MS Office, SQL, Software services, Data management...	Gurgaon	Right Step Consulting
Data Scientist High Frequency Trading iRageCapital	Automation, Android, Computer science, Functional testing, Testing...	Bengaluru	Zyoin Web Pvt.Ltd
Data Analyst / Business Analyst	Analytical, Data mining, MATLAB, Machine learning, Algorithms, Regression...	Bengaluru	Zyoin Web Pvt.Ltd
Software Development Engineer in Test	Automation, Android, Computer science, Functional testing, Testing...	Bengaluru	Zyoin Web Pvt.Ltd
Data Scientist Sr. Data Scientist 2	SQLite, MySQL, SOAP, REST, JSON, XML, web, integration, Data, structures...	Bengaluru	KanhaTech Solutions Ltd.
Lead Software Development Engineer	JSON, /, XML, SOAP, /, RESTful, iOS, App, Core, Data, C, programming	Bengaluru	KanhaTech Solutions Ltd.
SOFTWARE ENGINEER MOBILITY	ETL, DB2, SQL, Data, warehouse	Bengaluru	Ad Astra Consultants (P) Limited
SOFTWARE ENGINEER IOS	Protocol designing, Service, SMB, Linux, Computer science, Active Directory...	Bengaluru	Huawei Technologies India Pvt Ltd
Senior ETL Developers	HTML, analysis, data, intelligently, modern, statistical, techniques...	Bengaluru	Gramener
File Protocol Design Engineer	Java, object, oriented, design, problem, solving, skills, data, structures ...	Bengaluru	ORN TripFactory Pvt. Ltd.
Data scientist	roid, SDK, problem, solving, skills, underst, ing, , data	Bengaluru	ORN TripFactory Pvt. Ltd.
Software Development Engineer	iOS, SDK, data, structures, algorithms, object, oriented, design	Bengaluru	ORN TripFactory Pvt. Ltd.
Android Engineer	Designing, Datase, SQL, Server, datases, Triggers, Troubleshooting, data	Mumbai	Prosares Solutions Pvt Ltd
iOS Engineer	MySQL Object Oriented program, g Python query language Python	Chennai	Applied Data Finance
SQL Developer/ Sr. SQL Developer	sql, macros, dashboard, typing, ms excel, mis executive...	Gurgaon	POLICYBAZAAR
Senior Data Scientist	monitoring, linux, noc, management, secondary skills, data, multi tasking	Nagercoil	mafiree
MIS Executive /  Data Analyst	CAD, CATIA, Automotive, Engineering Design, Trims, QFD, Data management...	Chennai	Arminus Software Pvt. Ltd
NOC Engineers	accounts, travel, coordination, technical support, amc, documentation...	Ahmedabad, Ahmedabad	Jekson Vision Pvt. Ltd.
Senior Engineer - Trims Engineering	Petrochemical, Data collection, Steam, Energy audit, Evaluation, PVR...	Mumbai	Miracle HR Solution Pvt. Ltd.
Service Engineer	sql, intelligence, data analysis, modeling, sql tuning, jasper, kettle, pdi...	Hyderabad	Helical IT Solutions Pvt. Ltd.
Sales Engineer	Develop , Deliver, s, tware, ga, g, products, s, in, Data, Ware, House...	Hyderabad	Shar Technologies Group
Requirement for ETL Developer  (Talend /  Kettle) 	Principal, C++, Linux, VMware, Data structures, Algorithms, Debugging...	Bengaluru	WESTERN DIGITAL CORPORATION
ETL Developer	QA QC Engineer, Computer science, Testing, Test plan creation...	Bengaluru	Reltio
Principal Engineer In Bangalore Ka Western Digital	Python, Business intelligence, Analytics, Monitoring, Email, Hbase...	Hyderabad	MorgenAll
Reltio Careers Qa Engineer	Java J2Ee Developer, Python, Business intelligence, Analytics...	Hyderabad	MorgenAll
Testing Engineer	Customer support, MS Office, Licensing, Email, HP data protector...	Pune	Druva Software
Java Engineer Hyderabad  	Operations Manager, Support, L1, Virtualization, Email, HP data protector...	Pune	Druva Software
Service Desk Engineer Sd2018	SQL, Linux, Technical support, Teradata, Service, Data analysis...	Hyderabad	teradata corporation s
Cloud Operations Engineer L1 Support	MS SQL, Rest, Stored procedures, Triggers, SMS, Version control, Views, GIT...	Bengaluru	IDS Next Business Solutions Pvt Ltd
Product Support Engineer - Teradata , Linux , Trouble shooting	Unix, LAN, WAN, Data entry, Subject Matter Expert, VISIO, Ccip...	Bengaluru	AT and T Global Business Services India P. Ltd.
Senior C# Developer (Web API/ REST/ MS SQL)	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Nasik	HOPS INDIA
Lead Engineer - Service Delivery	MATLAB, Analytical, Tools, Monitoring, Python, Data analysis, Data mining...	Hyderabad	Bidgely Technologies Private Limited
Shift Engineer	audio, Support Analyst, Service, Data analysis, Analytical...	Gurgaon	GN Netcom
Senior Data Scientist	Networking, Data structures, Open source, Algorithms, Service, Prototype...	Pune	Qualys
Data Support Analyst	Data mining, Fraud detection, Statistical analysis, Building, Risk...	India	NEEMTREE INTERNET PVT LTD
Software Engineer	software development, routers, data structures, algorithms, switches...	Bengaluru	Jenesys Technologies
"Job Title:
Sr. Data Scientist | Fintech Product Company | Bengaluru"	analytics, sql, data management, supply chain, spss, javascript, freight...	Mumbai	Baysquare Technologies
Software Engineer / Senior Software Engineer	SQL, Oracle, MySQL, Teradata, Business intelligence, Reporting tools...	Lucknow	BizAcuity Solutions Pvt. Ltd.
Data Analyst	SQL, Oracle, MySQL, Teradata, Data structures, Algorithms...	Hyderabad, Bengaluru	BizAcuity Solutions Pvt. Ltd.
Software Engineer BI DW	development, sql, unix, business intelligence, html, windows, standards...	Delhi, Delhi	Globex Information Systems
Senior Software Engineer Product Development	Time, Tools, Data mining, Open source, SQL, Web analytics, Computer science...	Bengaluru	RANG INFOSOFT PVT. LTD.
QA Test Engineer	Tools, Visa, Data mining, h1b, Open source, SQL, Web analytics...	Bengaluru	RANG INFOSOFT PVT. LTD.
Data Scientist	ISO, Data analysis, TPM, TQM, Ahp, FMECA, Capa, Spare parts...	Mumbai	Diverse Lynx India Pvt. Ltd
Data Analyst	Map, Aerospace, MS Office, Mining, Semiconductor, Analytics, Typing, SEZ...	Hyderabad	Cyient Limited
Reliability Engineer	Senior Data Analyst (DA III)	Jaipur	NIMS UNIVERSITY
Senior Data Analyst	core java, s, tware development, apache, design patterns, server...	Bengaluru	EROS INTERNATIONAL LTD
Senior Data Analyst (DA III)	networking, data center, product management, oracle, firewall...	Mumbai	ScaleArc
Principal Software Engineer -  Platform	Linux kernel, AgileX86, Product design, Analytical, Soft skills...	Hyderabad	Kalycito Infotech Private Limited
Junior Dev Ops Engineer	Excellent Communication skill, SAP, Clinical research, Clinical trials...	Mumbai	HR Devi and Associates
Embedded Systems - Design Engineer	testing, data, Web, s, HTML, deploying, Java, applications	Pune	Zoftech
Associate Data Scientist	Tools, Analytical, Post sales, Refinery, Licensing, Data analysis...	Delhi	Axens India Pvt. Ltd.
Senior Java J2EE Developers /  Engineers	Firmware, Engineering Manager, C++, Windows, SAS, RTOS, Data structures...	Bengaluru	WESTERN DIGITAL CORPORATION
Job Opportunities Tech Services Engineer Hdt M F	English, C++, Linux, Japanese, Copyright, Visual Studio, Oracle 10G...	Bengaluru	RGF SELECT INDIA  
Engineer Firmware Engineering In Bangalore Ka Western Digital	Analytics, SQL, Regression, Tools, Statistical programming, Python, Machine...	Bengaluru	Spurrin Innovation
Support Engineer It Industry	C++, Linux, Python, Business intelligence, Data structures, Sigtran, Email,...	Bengaluru	MorgenAll
Data Analyst	Core Java, Python, Business intelligence, Information technology, Email...	Bengaluru	MorgenAll
Testing Engineer	C++, Linux, Networking, TCP, Business intelligence, Data structures, Socket...	Bengaluru	MorgenAll
Testing Engineer	Physical design, Automation, ASIC, Data management, Front end...	Bengaluru	MorgenAll
Senior System Engineer	Hadoop, Perl, Python, OOAD, Business intelligence, Data structures...	Bengaluru	MorgenAll
Physical Design Engineer Hyderabad Bangalore  	HTML, Data structures, Algorithms, Service, Computer science, Analytical...	Chennai	Amazon India Software Dev Centre Pvt Ltd
Hadoop Developer 	Javascript, Linux, Python, Manager Quality Assurance...	Hyderabad	ServiceNow
Software Development Engineer	Networking, Troubleshooting, Presales, Firewall, System integration...	Pune	SevenMentor Private Limited
Staff Software QA Engineer	Analyze, prospect, data, sources, Business, Intelligence, concepts, Java...	Pune	JetSynthesys Pvt. Ltd
Technical Engineer	ERP, functional, support, data, into the system, Provide, training	Noida	4th Quarter Technologies
Product & Alliances Sales Engineer	Tools, Front end, Computer science, Agile, CSS3, Algorithms...	Bengaluru	Eros International Ltd.
Software Implementation Engineer	Monitoring, LTE, Network optimization, QOS, Performance management, GIS...	Jaipur	Reliance Jio Infocomm Limited
Senior Software Engineer - Web	Distribution network, GIS, Auditing, fibre, Change management...	Hyderabad	Reliance Jio Infocomm Limited
State Engineer RF Optimization ( 51302792 )	data science, Automation, Python, MSC, Analytics, Computer science...	Bengaluru	Fidelity Investments
JC FTTx Engineer A ( 51256683 )	data science, Automation, Python, MSC, Analytics, Computer science...	Bengaluru	Fidelity Investments
Senior Manager - Data Scientist	Business intelligence, Data modeling, Data mining, Data management...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Manager - Data Scientist	Software, Networking, CRM, Data structures, Algorithms, Coding, LDAP, HTTP,...	Bengaluru	Zscaler, Inc.
Business Intelligence Engineer	Javascript, Linux, Python, Manager Quality Assurance, Performance testing...	Bengaluru	ServiceNow
Sr Software Engineer ( C , HTTP Authentication, SAML , LDAP)	SAS, SPSS, SQL, Analytical, Data modeling, Comp, MATLAB, Tools, QlikView...	Delhi, Bengaluru	Hike Ltd
Staff Software QA Engineer	Oracle, ERP, PLSQL, Production support, Data analysis, Data migration, Toad...	India	EMERSON INNOVATION CENTER - PUNE
Data Analyst	SQL, Javascript, XML, HTML, Hibernate, Web services, JBoss, Tomcat...	Gurgaon	Mobileoid2 Technologies Pvt. Ltd
Oracle Data Analyst	MF, audio, SAN, data science, model development, Python, data network...	Bengaluru	Near Pte. Ltd.
Software Engineer - Java / J2EE	PHP, HTML, MySQL, Data structures, CakePHP, Coding, Debugging, Service...	Gurgaon	PRODUCTRX
Data Scientist Bangalore / San Francisco	C++, SQL, Python, Business intelligence, Algorithms, Business Analyst, Data...	Bengaluru	PrwaTech Technologies
Job Title PHP Web Application Engineer	Service, Unix, Networking, Linux, VMware, Technical support, Virtualization...	Hyderabad, hyderabad india	Actifio, Inc.
Data Scientist Responsibilities include:	Mechanical design, Mechanical Engineer, Fabrication, Bss, Concept design...	Bengaluru	Armstrong Fluid Technology
Customer Success Engineer	Lead Software, C++, Perl, Python, Data structures, RDBMS, Embedded software...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Engineer Mechanical Design	Front end, Software, Senior, SQL, PHP, Javascript, jQuery, Data structures,...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Software Architect / Lead Software Engineer	Backend, Senior, Software, C++, Perl, Python, Data structures, RDBMS...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Senior Software Engineer	Machine learning, C++, Ideas, MATLAB, Analytical, Tools...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Senior Software Engineer	SAS, SQL, Data analysis, SPSS, Regression, Tools, Microsoft Excel...	Hyderabad	Viola Money
Data Scientist / Machine learning Expert Bidgely	Software, Oracle, MySQL, Core Java, MS SQL, Data structures, Algorithms...	Mumbai	Gracenote, Inc.
Data Scientist	Coding, Service, Data analysis, Market research, Sound, Analytical skills...	Bengaluru	WSP Consultants India Ltd
Software Engineer	MS Data management, MIS, Reports, HR Policies, Recruitment...	Bengaluru	Streamsource Services
Assistant Engineer Transport	j2ee, html, ajax, development, data structures, algorithms, software design...	Pune	Zyoin Web Private Limited
System Engineer	Sensors, Market analysis, Data analysis, PCB designing, Powerpoint...	Mumbai	MachinePulse Tech Pvt. Ltd.
Sr. Software Engineer AngularJS	Hardware design, Verilog, Perl, Shell scripting, SOC, VLSI, XML, Automation...	Bengaluru	Circuitsutra Technologies Pvt Ltd.
Product Engineer NPD	RESTful, service, data, modelling, skills, RDBMS, OO, analysis, Java...	Bengaluru	Travelkhana
Sr Engineer EDA tool development	working with Linux, understanding of Big, Data, Hadoop, MDX, Technologies...	Indore	Intellicus Technologies
CTO/Architects/Engineers - Server Side	Core, Java, programming, data, structure, related, algorithms	Bengaluru	Intellicus Technologies
Software Support Engineer	Core, Java, Good in mathematics, statistics, data, structure, Take...	Bengaluru	Intellicus Technologies
Server Engineer	Data, Analyst, macro, programming, Strong, analytical, skills, MIS...	Mumbai	Kyazoonga
Lead Server Engineer	product development, customer acquisiti, methods, javascript, pyth, solutis...	Mumbai	quora
Data Analyst	db2, http, manual testing, job posting, automati , test planning...	Bengaluru	Optime info Services Pvt. Ltd
Software Engineer -  Growth	java, j2ee, mysql, struts, hibernate, ejb, mca, jboss, product development,...	Bengaluru	eRevMax
