,City,Job title,Company name,Location,Salary,og_salary_period,salary_category,above_med_sal,technical skills
5140,Atlanta,Applied Scientist,Amazon.com,"Atlanta, GA",,,no category,,database visualization algorithms java python statistics machine_learning communication_skills mathematics matlab
5141,Atlanta,Principal Data Scientist-Southeast Region-Think Big Analytics,Teradata,"Atlanta, GA",,,no category,,artificial_intelligence aws natural_language_processing algorithms r_lang deep_learning sas python data_mining statistics machine_learning nosql cloud spark mathematics hadoop matlab
5142,Atlanta,Senior Advanced Data Scientist,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",,,no category,,visualization deep_learning sas python machine_learning nosql tableau mathematics hadoop spss
5143,Atlanta,Senior Data Scientist,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",,,no category,,visualization marketing statistics machine_learning scripting tableau mathematics data_visualization hadoop
5144,Atlanta,"VP, Statistical Quantitative Analyst - Credit Risk",SunTrust,"Atlanta, GA",,,no category,,written_communication excel sql databases sas statistics communication_skills tableau
5145,Atlanta,Data Scientist Intern - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,written_communication database sql r_lang sas python communication_skills spss
5146,Atlanta,Data Engineer Intern - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,visualization excel sql scripting communication_skills
5147,Atlanta,Tech Summer 2018 Intern - Machine Learning,Turner,"Atlanta, GA 30319",,,no category,,r_lang python statistics machine_learning cloud tensorflow api matlab
5148,Atlanta,Data Scientist,Numentica LLC,"Kennesaw, GA",,,no category,,ruby linux natural_language_processing algorithms java r_lang sas python data_mining statistics machine_learning scripting scala spark mathematics hadoop matlab
5149,Atlanta,Statistician,AllianceData,"Atlanta, GA",,,no category,,written_communication excel sql marketing r_lang sas python statistics mathematics hadoop
5150,Atlanta,"Data Scientist, Analytics",Change Healthcare,"Alpharetta, GA",,,no category,,agile project_management visualization excel sql natural_language_processing algorithms r_lang python data_mining statistics machine_learning communication_skills tableau mathematics
5151,Atlanta,"Analyst, Research",Turner,"Atlanta, GA 30319",,,no category,,excel marketing statistics
5152,Atlanta,Senior Data Scientist,Turner,"Atlanta, GA 30319",,,no category,,go logistic_regression sql aws algorithms databases r_lang sas python data_mining statistics machine_learning cloud api mathematics
5153,Atlanta,Statistician Intern,AllianceData,"Atlanta, GA",,,no category,,visualization sql marketing r_lang sas python communication_skills data_visualization hadoop
5154,Atlanta,Statistical Analyst,Equifax,"Atlanta, GA",,,no category,,database visualization excel sql marketing hive r_lang sas python statistics linear_regression tableau mathematics hadoop
5155,Atlanta,Statistician - Risk Analytics,Equifax,"Atlanta, GA",,,no category,,excel sql marketing hive r_lang sas python statistics machine_learning unix linear_regression scala communication_skills mathematics
5156,Atlanta,"Business Analyst, People Analytics & Measurement",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,agile excel sql databases r_lang git python statistics tableau mathematics
5157,Atlanta,Data Analytics Research Intern,Lockheed Martin,"Kennesaw, GA 30144",,,no category,,artificial_intelligence java machine_learning mathematics
5158,Atlanta,Research Scientist,PreVisor,"Atlanta, GA",,,no category,,excel spss
5159,Atlanta,"Data Science Intern – Duluth, GA",WestRock,"Duluth, GA",,,no category,,written_communication java python machine_learning communication_skills mathematics
5160,Atlanta,Data Scientist - Web,Liquid Web,"Atlanta, GA 30303 (Five Points area)",,,no category,,visualization excel sql marketing etl databases sas statistics javascript tableau spss
5161,Atlanta,BI Quantitative Analyst 1,Children's Healthcare of Atlanta,"Atlanta, GA 30329",,,no category,,written_communication rest r_lang sas data_mining statistics communication_skills spss
5162,Atlanta,Scientific Data Analyst,ICF,"Atlanta, GA",,,no category,,excel databases sas statistics
5163,Atlanta,Statistician,Epsilon,"Atlanta, GA 30346",,,no category,,written_communication excel sql marketing r_lang sas python statistics mathematics hadoop
5164,Atlanta,"Software Engineer, Data Engineering",IgnitionOne,"Atlanta, GA",,,no category,,sql cassandra aws marketing etl databases python nosql scala communication_skills spark
5165,Atlanta,"Advanced Analytics Expert - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,marketing r_lang sas python statistics machine_learning cloud
5166,Atlanta,"Data Scientist, Keying and Linking",Equifax,"Alpharetta, GA",,,no category,,visualization sql cassandra pig algorithm algorithms hbase hive r_lang sas python data_mining statistics machine_learning nosql spark data_visualization hadoop
5167,Atlanta,Data Scientist Senior Consultant,Capgemini,"Atlanta, GA",,,no category,,cnns agile logistic_regression neural_networks database sql pig random_forests algorithms nlp rnns hive r_lang sas python data_mining statistics decision_trees machine_learning scripting nosql linear_regression mapreduce spark mathematics hadoop matlab
5168,Atlanta,Statistician Intern,Epsilon,"Atlanta, GA 30346",,,no category,,visualization sql marketing r_lang sas python communication_skills data_visualization hadoop
5169,Atlanta,Senior Quantitative Analyst,Invesco,"Atlanta, GA 30309 (Midtown area)",,,no category,,databases statistics
5170,Atlanta,"Data Scientist, NGA Explorer Program",National Geospatial-Intelligence Agency,"Atlanta, GA",,,no category,,artificial_intelligence database visualization algorithms java python data_mining statistics machine_learning tableau mathematics
5171,Atlanta,Sr Data Scientist,McKesson,"Alpharetta, GA 30005",,,no category,,database project_management visualization sql linux pig natural_language_processing algorithms java hbase hive r_lang python data_mining statistics machine_learning scripting mapreduce tableau spark mathematics data_visualization hadoop
5172,Atlanta,Staff Data Engineer,General Electric,"Atlanta, GA 30319",,,no category,,database sql cassandra rest pig java etl hbase python scripting nosql perl spark hadoop
5173,Atlanta,Market Research Analyst,Kantar Millward Brown,"Atlanta, GA",,,no category,,go database project_management communication_skills
5174,Atlanta,Data Management/Analysis Fellowship,Oak Ridge Associated Universities,"Atlanta, GA",,,no category,,database r_lang sas python statistics spss
5175,Atlanta,"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA",,,no category,,sql algorithms databases python data_mining machine_learning communication_skills hadoop
5176,Atlanta,"Senior Data Scientist, Data Driven Marketing",Equifax,"Atlanta, GA",,,no category,,excel sql marketing hive r_lang sas python statistics machine_learning linear_regression mathematics hadoop
5177,Atlanta,"Data Scientist, NGA Explorer Program",National Security Agency,"Atlanta, GA",,,no category,,artificial_intelligence database visualization algorithms java python data_mining statistics machine_learning tableau mathematics
5178,Atlanta,Research Analyst,"Epiq Systems, Inc.","Atlanta, GA",,,no category,,written_communication database excel databases communication_skills
5179,Atlanta,Machine Learning Engineer,Macy's,"Johns Creek, GA",,,no category,,algorithms java python machine_learning scripting tensorflow spark
5180,Atlanta,Analytics Specialist- Operations Analysis & Performance Data Science,Delta Air Lines,"Atlanta, GA",,,no category,,database project_management sql databases r_lang deep_learning sas python statistics machine_learning communication_skills api mathematics
5181,Atlanta,"Sr Associate, Data Scientist",KPMG,"Atlanta, GA 30338",,,no category,,ruby visualization sql linux pig marketing algorithms java databases hive r_lang sas python data_mining statistics machine_learning scripting cloud mapreduce spark mathematics data_visualization hadoop matlab
5182,Atlanta,Principal - Data Scientist CPRD Sector Lead,Capgemini,"Atlanta, GA",,,no category,,cnns agile logistic_regression neural_networks database sql pig random_forests algorithms nlp rnns hive r_lang sas python data_mining statistics decision_trees machine_learning scripting nosql linear_regression mapreduce spark mathematics hadoop matlab
5183,Atlanta,Epidemiologic Statistician,WellStar Shared Services,"Marietta, GA",,,no category,,logistic_regression sas statistics communication_skills
5184,Atlanta,Associate Research Scientist - 6-month intern position,PreVisor,"Atlanta, GA",,,no category,,excel spss
5185,Atlanta,DATA ANALYST SUPPLY CHAIN,The Home Depot,"Atlanta, GA",,,no category,,database sql data_mining statistics machine_learning
5186,Atlanta,Data Visualization Software Engineer,KPMG,"Atlanta, GA 30338",,,no category,,visualization sql python machine_learning javascript nosql tableau data_visualization
5187,Atlanta,"Digital Research, Analyst",Turner,"Atlanta, GA 30319",,,no category,,excel communication_skills
5188,Atlanta,Computer Vision and Machine Learning Engineer,Airbus Aerial,"Atlanta, GA",,,no category,,go cnns agile neural_networks algorithm algorithms java r_lang deep_learning python statistics machine_learning cloud tensorflow communication_skills mathematics matlab
5189,Atlanta,Manager - Healthcare Data Analysis,Myers and Stauffer LC,"Atlanta, GA",,,no category,,sql
5190,Atlanta,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,database sql algorithms etl cloud communication_skills tableau
5191,Atlanta,Decision Science Analyst Intern (Summer 2018),Cox Automotive,"Atlanta, GA",,,no category,,project_management aws marketing java r_lang sas python statistics spss
5192,Atlanta,Assistant Professor -TT - Signal Processing & Machine Learning,Emory University,"Atlanta, GA",,,no category,,machine_learning
5193,Atlanta,Data Engineer,Hearst Auto,"Chamblee, GA",,,no category,,sql aws databases nosql cloud
5194,Atlanta,Lead Data Scientist,UNITED PARCEL SERVICE,"Alpharetta, GA",,,no category,,artificial_intelligence sql r_lang python statistics machine_learning unix spark mathematics hadoop
5195,Atlanta,Viral Hepatitis Statistical Analysis,Oak Ridge Associated Universities,"Atlanta, GA",,,no category,,visualization r_lang sas c_lang
5196,Atlanta,Market Research Analyst,SKIM,"Atlanta, GA",,,no category,,marketing statistics mathematics
5197,Atlanta,Big Data Software Engineer,KPMG,"Atlanta, GA 30338",,,no category,,agile sql linux pig marketing java databases hive git python unix javascript nosql cloud communication_skills spark hadoop
5198,Atlanta,GIS Research Analyst,JLL,"Atlanta, GA 30326 (Buckhead area)",,,no category,,database visualization excel sql communication_skills data_visualization
5199,Atlanta,Implementation Analyst,Turner,"Atlanta, GA 30319",,,no category,,agile project_management excel databases cloud
5200,Atlanta,Data Science Instructor,General Assembly,"Atlanta, GA",,,no category,,neural_networks visualization sql ensemble_methods algorithms nlp pandas deep_learning python statistics decision_trees machine_learning spark mathematics data_visualization hadoop
5201,Atlanta,"Research Analyst, Voice of the Customer",Cox Automotive,"Atlanta, GA",,,no category,,written_communication excel sql marketing statistics communication_skills spss
5202,Atlanta,Advertiser Research Analyst,Cox Media Group,"Atlanta, GA",,,no category,,written_communication excel marketing communication_skills
5203,Atlanta,Senior Data Analyst Supply Chain,The Home Depot,"Atlanta, GA",,,no category,,database excel sql java r_lang sas python data_mining statistics machine_learning scripting cpp_lang tableau spss
5204,Atlanta,Data Scientist,JDC Group,"Atlanta, GA 30328",,,no category,,database visualization excel sql sas python tableau data_visualization
5205,Atlanta,Data Scientist,Agile,"Atlanta, GA",,,no category,,cassandra algorithms hbase sas data_mining machine_learning hadoop
5206,Atlanta,Imerys Summer Internship - Summer 2018,Imerys,"Atlanta, GA",,,no category,,marketing
5207,Atlanta,Data Scientist Director,Feedzai,"Atlanta, GA",,,no category,,pig algorithm hive python machine_learning mapreduce spark hadoop
5208,Atlanta,Marketing Research Analyst,TEGNA,"Atlanta, GA",,,no category,,go excel marketing statistics communication_skills
5209,Atlanta,Data Engineer - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,visualization excel sql scripting communication_skills
5210,Atlanta,Real Estate Investment Research Analyst,Marsh,"Atlanta, GA 30326 (Buckhead area)",,,no category,,written_communication excel databases communication_skills
5211,Atlanta,Research Scientist - Authentication,Pindrop,"Atlanta, GA",,,no category,,database linux algorithm python data_mining machine_learning scripting cpp_lang cloud communication_skills
5212,Atlanta,Research Scientist - Audio,Pindrop,"Atlanta, GA",,,no category,,database linux algorithm python data_mining machine_learning scripting cpp_lang communication_skills
5213,Atlanta,Energy Market Research Analyst,Southern Company,"Atlanta, GA 30309 (Midtown area)",,,no category,,marketing communication_skills
5214,Atlanta,R&D Scientist / Data Scientist,"JDA Software Group, Inc.","Alpharetta, GA",,,no category,,visualization algorithms python data_mining statistics machine_learning communication_skills mathematics data_visualization
5215,Atlanta,Sr Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",,,no category,,excel sql hive r_lang sas python spark hadoop
5216,Atlanta,Big Data Engineer,AT&T,"Alpharetta, GA",,,no category,,visualization linux pig java hbase hive unix nosql scala communication_skills spark hadoop
5217,Atlanta,(PubSec-EDU) Technical Solutions Professional - Advanced Analytics & AI,Microsoft,"Atlanta, GA",,,no category,,go artificial_intelligence marketing etl cloud communication_skills hadoop
5218,Atlanta,"Junior Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,marketing r_lang sas statistics cloud communication_skills mathematics
5219,Atlanta,CED Research Analyst/Senior Analyst,Federal Reserve Bank of Atlanta,"Atlanta, GA",,,no category,,visualization databases
5220,Atlanta,Statistical Modeler,Risk Solutions,"Alpharetta, GA",,,no category,,written_communication logistic_regression excel r_lang sas data_mining statistics linear_regression communication_skills mathematics spss
5221,Atlanta,Ultimate Hoops Statistician,Life Time Fitness,"Sandy Springs, GA",,,no category,,statistics
5222,Atlanta,Statistician,"Certified Technical Experts, Inc.","Atlanta, GA 30333",,,no category,,statistics
5223,Atlanta,Data & Analytics Contract Recruiter,KPMG,"Atlanta, GA 30338",,,no category,,excel
5224,Atlanta,Scientist - Behavioral and Epidemiology Research,AMERICAN CANCER SOCIETY,"Atlanta, GA",,,no category,,database rest sas spss
5225,Atlanta,Software Development Analyst III,SimLogix Consulting,"Atlanta, GA",,,no category,,agile database sql databases chash_lang scripting javascript communication_skills
5226,Atlanta,Statistician - Financial Service Analytics,TransUnion,"Atlanta, GA 30326 (Buckhead area)",,,no category,,agile excel sql linux pig marketing hive r_lang sas python statistics decision_trees mathematics
5227,Atlanta,Machine Learning Researcher - CIPHER - 1568,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,,no category,,artificial_intelligence algorithms python machine_learning tensorflow scala communication_skills mathematics hadoop
5228,Atlanta,"Manager, Data Scientist",KPMG,"Atlanta, GA 30338",,,no category,,written_communication ruby linux marketing natural_language_processing algorithms java r_lang sas python data_mining statistics machine_learning scripting scala tableau spark mathematics hadoop matlab
5229,Atlanta,Survey Statistician,The Leading Niche,"Chamblee, GA 30341",,,no category,,sas statistics communication_skills
5230,Atlanta,Data Analytics Engineer,North Highland,"Atlanta, GA",,,no category,,visualization sql aws marketing pandas etl r_lang sas python data_mining statistics machine_learning scripting cloud tensorflow communication_skills tableau mathematics data_visualization hadoop
5231,Atlanta,Evaluation Specialist for Geospatial Research,2M Research Services,"Atlanta, GA 30328",,,no category,,communication_skills
5232,Atlanta,Senior Statistician,AllianceData,"Atlanta, GA",,,no category,,written_communication excel sql marketing r_lang sas python statistics mathematics hadoop
5233,Atlanta,"Director, Data Scientist",KPMG,"Atlanta, GA 30338",,,no category,,written_communication ruby linux marketing natural_language_processing algorithms java r_lang sas python data_mining statistics machine_learning scripting scala mathematics matlab
5234,Atlanta,Program Director,Georgia State University,"Atlanta, GA",,,no category,,
5235,Atlanta,Senior Systems Analyst,WESTAT,"Atlanta, GA",,,no category,,agile visualization java chash_lang chash_lang scala api
5236,Atlanta,Quantitative Finance Analyst/C++ Developer,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",,,no category,,written_communication database sql linux hive r_lang sas git python statistics machine_learning scripting unix cpp_lang perl mapreduce tableau spark hadoop
5237,Atlanta,Data Architect,MotoRad of America,"Roswell, GA",,,no category,,database visualization sql databases sas statistics data_visualization
5238,Atlanta,Entry to Junior-Level Environmental Scientist,Wood,"Kennesaw, GA",,,no category,,communication_skills
5239,Atlanta,Senior Software Developer / Data Scientist,ADP,"Alpharetta, GA",,,no category,,excel sql linux databases r_lang python statistics unix php perl cloud scala
5240,Atlanta,Demand Creation Associate,Oversight Systems,"Atlanta, GA",,,no category,,written_communication database excel communication_skills
5241,Atlanta,Research Analyst II,Cox Automotive,"Atlanta, GA",,,no category,,marketing
5242,Atlanta,Principal AI Specialist Solutions Architect,Amazon.com,"Atlanta, GA",,,no category,,go artificial_intelligence aws algorithms java deep_learning sas python machine_learning cloud tensorflow scala api spark
5243,Atlanta,Data Science Manager,Capgemini,"Atlanta, GA",,,no category,,cnns agile logistic_regression neural_networks database sql pig random_forests algorithms nlp rnns hive r_lang sas python data_mining statistics decision_trees machine_learning scripting nosql linear_regression mapreduce spark mathematics hadoop matlab
5244,Atlanta,Forensic Research Scientist/Analyst,ANSER,"Forest Park, GA",,,no category,,written_communication project_management excel communication_skills
5245,Atlanta,Research Scientist II (PVA# 38683),Georgia Tech,"Atlanta, GA",,,no category,,database r_lang data_mining machine_learning communication_skills matlab
5246,Atlanta,Senior Statistician,Epsilon,"Atlanta, GA 30346",,,no category,,written_communication excel sql marketing r_lang sas python statistics mathematics hadoop
5247,Atlanta,Financial Analyst II,Georgia Tech,"Atlanta, GA",,,no category,,
5248,Atlanta,Technical Research Analyst,Navicure,"Duluth, GA 30097",,,no category,,cloud
5249,Atlanta,Market Research Analyst,Southern Cross,"Peachtree Corners, GA",,,no category,,marketing databases communication_skills
5250,Atlanta,"Entry Level Geologist, Engineer or Environmental Scientist",Wood,"Atlanta, GA",,,no category,,database excel communication_skills
5251,Atlanta,Research Scientist II or Senior Research Scientist PVA#38908,Georgia Tech,"Atlanta, GA",,,no category,,
5252,Atlanta,"Senior Analyst - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,excel
5253,Atlanta,"Senior Analyst - Multi-client Benchmarks, GC Insights - New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,visualization excel sql etl databases statistics tableau data_visualization
5254,Atlanta,Director HR Data Scientist,KPMG,"Atlanta, GA 30338",,,no category,,r_lang sas python machine_learning mathematics spss
5255,Atlanta,"Regulatory Labeling, Advertising and Promotion Scientist, US",UCB,"Atlanta, GA",,,no category,,marketing c_lang
5256,Atlanta,"Regulatory Labeling, Advertising and Promotion Scientist, US",UCB S.A.,"Atlanta, GA",,,no category,,marketing c_lang
5257,Atlanta,Scientist,Lonza,"Alpharetta, GA",,,no category,,go
5258,Atlanta,"Scientist, Geologist or Engineer",Stantec,"Atlanta, GA",,,no category,,database visualization excel data_visualization
5259,Atlanta,"Sr. Statistical Specialist, Cross-Sell Marketing",AT&T,"Atlanta, GA",,,no category,,sql marketing databases sas data_mining tableau
5260,Atlanta,Operations Research Analyst,UNITED PARCEL SERVICE,"Alpharetta, GA",,,no category,,chash_lang python chash_lang
5261,Atlanta,CTO,Amazon.com,"Kennesaw, GA",,,no category,,written_communication project_management communication_skills
5262,Atlanta,Corporate Investment Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",,,no category,,project_management sql linux etl r_lang sas data_mining statistics unix hadoop
5263,Atlanta,Specialist Intern - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,
5264,Atlanta,Sr. Research Financial Analyst,Northside Hospital,"Atlanta, GA",,,no category,,excel communication_skills
5265,Atlanta,Technical Research Analyst,ZirMed,"Duluth, GA",,,no category,,cloud
5266,Atlanta,"Sr Analyst, Advertising Research",Comcast,"Atlanta, GA 30328",,,no category,,excel marketing r_lang python
5267,Atlanta,Forensic Research Scientist,Envistacom,"Forest Park, GA",,,no category,,
5268,Atlanta,JD Diversity Leaders Internship,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,
5269,Atlanta,Statistics Fellowship,Oak Ridge Associated Universities,"Atlanta, GA",,,no category,,r_lang sas statistics
5270,Atlanta,Environmental Scientist,Tetra Tech,"Atlanta, GA",,,no category,,excel communication_skills
5271,Atlanta,Senior Research Scientist,Kemira,"Atlanta, GA 30313 (Downtown area)",,,no category,,project_management communication_skills
5272,Atlanta,Big Data Software Engineer,AT&T,"Alpharetta, GA",,,no category,,visualization pig java hive r_lang deep_learning python statistics machine_learning nosql tensorflow scala spark hadoop
5273,Atlanta,Transportation Engineer Planner,VHB,"Atlanta, GA 30326 (Buckhead area)",,,no category,,
5274,Atlanta,Epidemiology and Statistics Fellowship,Oak Ridge Associated Universities,"Atlanta, GA",,,no category,,r_lang python statistics machine_learning mathematics
5275,Atlanta,Sr Quantitative Finance Analyst/C++ Developer,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",,,no category,,written_communication database sql linux hive r_lang sas git python statistics machine_learning scripting unix cpp_lang perl mapreduce tableau spark hadoop
5276,Atlanta,Marketing Intern - Atlanta,Burns & McDonnell,"Atlanta, GA 30309 (Midtown area)",,,no category,,written_communication database excel marketing communication_skills
5277,Atlanta,"Director, Data Scientist/Statistics - Financial Services",KPMG,"Atlanta, GA 30338",,,no category,,visualization sql linux marketing natural_language_processing java databases r_lang python data_mining statistics machine_learning nosql scala spark mathematics hadoop
5278,Atlanta,Data Science Senior Manager,Capgemini,"Atlanta, GA",,,no category,,cnns agile logistic_regression neural_networks database sql pig random_forests algorithms nlp rnns hive r_lang sas python data_mining statistics decision_trees machine_learning scripting nosql linear_regression mapreduce spark mathematics hadoop matlab
5279,Atlanta,Software Engineer- Data Connect,Patientco,"Atlanta, GA 30305 (Buckhead area)",,,no category,,go agile database ruby java javascript php
5280,Atlanta,Software Engineer Intern - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,go agile sql aws java databases cloud
5281,Atlanta,Radar / Signal Processing Engineer,Radiant Solutions,"Atlanta, GA",,,no category,,agile algorithm algorithms python matlab
5282,Atlanta,"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA",,,no category,,communication_skills
5283,Atlanta,AI / Machine Learning Engineer,"eHire, LLC","Atlanta, GA 30326 (Buckhead area)",,,no category,,natural_language_processing java python machine_learning
5284,Atlanta,Field HEOR Scientist,Bristol-Myers Squibb,"Atlanta, GA 30326 (Buckhead area)",,,no category,,
5285,Atlanta,Solutions Consultant,Oversight Systems,"Atlanta, GA",,,no category,,
5286,Atlanta,Environmental Science / Geology Intern,Burns & McDonnell,"Atlanta, GA 30309 (Midtown area)",,,no category,,written_communication communication_skills
5287,Atlanta,Director of Product- NewsON,Sinclair Broadcast Group,"Atlanta, GA",,,no category,,agile marketing
5288,Atlanta,Manager of Data Engineering,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,database sql aws marketing cloud hadoop
5289,Atlanta,"Marketing Analytics, Data Scientist - Sr. Manager",Avanade,"Atlanta, GA",,,no category,,excel marketing cloud communication_skills
5290,Atlanta,Business Analyst/Statistician - experienced in SAS,Microbilt,"Kennesaw, GA",,,no category,,logistic_regression database algorithms sas data_mining statistics mathematics
5291,Atlanta,Supply Chain Manager,Axion Bio-Systems,"Atlanta, GA",,,no category,,databases cloud
5292,Atlanta,Scientist - Research,Imerys,"Johns Creek, GA",,,no category,,marketing
5293,Atlanta,AI/Machine Learning Engineer,JDC Group,"Atlanta, GA 30328",,,no category,,natural_language_processing machine_learning
5294,Atlanta,"Environmental Compliance Specialist, Scientist V, Environment",AECOM,"Atlanta, GA 30309 (Midtown area)",,,no category,,project_management excel
5295,Atlanta,Senior-Big Data Software Engineer - Full Stack,AT&T,"Alpharetta, GA",,,no category,,agile ruby visualization cassandra java hbase chash_lang python machine_learning scripting chash_lang spark hadoop
5296,Atlanta,Senior Data Scientist - Manufacturing Analytics,"eHire, LLC","Atlanta, GA 30326 (Buckhead area)",,,no category,,neural_networks ruby sql cassandra aws rest pig algorithms java hive r_lang sas python data_mining machine_learning scripting javascript cloud scala mapreduce api shell_scripting spark hadoop matlab
5297,Atlanta,Programmer (Entry-Level) - ELSYS - 1601,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,,no category,,project_management java c_lang python chash_lang cpp_lang javascript
5298,Atlanta,Engineering Intern Job,Golder Associates,"Atlanta, GA 30341",,,no category,,written_communication database excel communication_skills
5299,Atlanta,Software Engineer - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,go agile sql aws java databases cloud
5300,Atlanta,Programmer,WESTAT,"Atlanta, GA",,,no category,,agile visualization java databases chash_lang chash_lang javascript scala
5301,Atlanta,Data Scientist,"CCS USA Group, Inc","Atlanta, GA 30304 (Lakewood Heights-Southeastern area)",,,no category,,agile excel sql pandas r_lang python data_mining statistics machine_learning matlab
5302,Atlanta,Real Estate Investment Research Analyst,Mercer,"Atlanta, GA 30305 (Buckhead area)",,,no category,,written_communication excel databases communication_skills
5303,Atlanta,Associate Research Scientist,MiMedx Group,"Marietta, GA",,,no category,,
5304,Atlanta,Senior GIS Specialist,Stantec,"Atlanta, GA",,,no category,,database sql communication_skills
5305,Atlanta,Acquisition Support Specialist,Georgia Tech,"Atlanta, GA",,,no category,,project_management
5306,Atlanta,ETL Architect,Tech Mahindra,"Atlanta, GA",,,no category,,etl sas decision_trees tableau spss
5307,Atlanta,INTERNSHIP-New Product Development,Imerys,"Johns Creek, GA",,,no category,,
5308,Atlanta,Sensor Scientist,IDEXX Laboratories,"Roswell, GA",,,no category,,written_communication communication_skills
5309,Atlanta,"Forensic Scientist - Tucker, GA",Quest Diagnostics,"Tucker, GA 30085",,,no category,,mathematics
5310,Atlanta,"Forensic Scientist - Tucker, GA (evening)",Quest Diagnostics,"Tucker, GA 30085",,,no category,,mathematics
5311,Atlanta,Chronic Disease Portfolio Lead,ICF,"Atlanta, GA",,,no category,,written_communication communication_skills
5312,Atlanta,Account Executive - Atlanta,Dataiku,"Atlanta, GA",,,no category,,marketing
5313,Atlanta,"Senior Software Engineer – Secureworks – Austin, TX, Atlanta, GA or Remote",DELL,"Atlanta, GA",,,no category,,go agile aws cloud api
5314,Atlanta,Senior Chemist,allnex USA Inc.,"Alpharetta, GA",,,no category,,marketing
5315,Atlanta,"Sr. Manager, Online Data Science",The Home Depot,"Atlanta, GA",,,no category,,natural_language_processing algorithms java hive r_lang python data_mining statistics machine_learning spark hadoop
5316,Atlanta,Manager - Machine Learning / Machine Vision,CHEP,"Alpharetta, GA",,,no category,,project_management algorithm algorithms python machine_learning tensorflow communication_skills
5317,Atlanta,Marketing Research Analyst,NorthPoint Search Group,"Atlanta, GA",,,no category,,database marketing databases statistics mathematics
5318,Atlanta,"Forensic Scientist - Tucker, GA (nights)",Quest Diagnostics,"Tucker, GA 30085",,,no category,,mathematics
5319,Atlanta,Software Engineer,MedFax,"Johns Creek, GA",,,no category,,go agile database ruby sql linux java git python scripting javascript cloud api
5320,Atlanta,Technical Writer,"Applied Technical Services, Inc.","Marietta, GA 30066",,,no category,,excel communication_skills
5321,Atlanta,FPGA Researcher - CIPHER - 1638,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,,no category,,visualization python cpp_lang mathematics
5322,Atlanta,Physics Modeling and Simulation Jr. Engineer - EOSL- 1619,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,,no category,,linux algorithms
5323,Atlanta,"Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,marketing r_lang sas statistics cloud communication_skills mathematics
5324,Atlanta,Staff Accountant,SUPPLY.com,"Atlanta, GA",,,no category,,excel
5325,Atlanta,"Manager, Data Scientist/Statistics - Financial Services",KPMG,"Atlanta, GA 30338",,,no category,,visualization linux pig marketing algorithms hive data_mining statistics machine_learning scripting cloud mapreduce spark mathematics data_visualization hadoop
5326,Atlanta,Sales Account Executive,Oversight Systems,"Atlanta, GA",,,no category,,written_communication excel communication_skills
5327,Atlanta,"Pathology Diagnostics Liaison - GA, TN",Bristol-Myers Squibb,"Atlanta, GA 30326 (Buckhead area)",,,no category,,agile
5328,Atlanta,IoT Software Developer,Stanley Black & Decker,"Atlanta, GA 30309 (Midtown area)",,,no category,,agile database aws java databases chash_lang cpp_lang javascript cloud communication_skills
5329,Atlanta,"Consultant - Healthcare Actuarial, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",,,no category,,database project_management sql marketing r_lang sas statistics spss
